ID,sentence,label
facebook_corpus_msr_332724,actually need strict application laws senseless drivers ,NAG
facebook_corpus_msr_487651,whether q expected good bank stocks q result start south indian bank tomorrow,NAG
facebook_corpus_msr_397493,tum logo ko swapndosh ki bimari h isme kisi ki problem ni h tukde ho gye ab kya chah rhe ho ho,NAG
facebook_corpus_msr_1493855,strong feeling jadhav already tortured killed pak jail,AG
facebook_corpus_msr_490963,remembered scene omg!! paresh rawal describe scene news,NAG
facebook_corpus_msr_332772,bot fire blue heart powered blue heart md adnan blue heart self site faxttk site green heart usama ahmad green heart,NAG
facebook_corpus_msr_1945509,guy know previous sp govt n leaders r full goons idiot,AG
facebook_corpus_msr_1763604,ab iski aukaat hi kya rah gayi hai ki bjp waale inki chinta may duble hon? bus media abhi bhi inko cover kar raha hai,AG
facebook_corpus_msr_1775205,state developed karnataka check number companies opening seas branch blore qatar airways also starting local airline base blore siddu got dreams blore sleep,NAG
facebook_corpus_msr_1853641,also using free schedule found phone calling poor performance little bit disappounted understood living ahmedabad gets annoying experience wt abt small places towns ?,AG
facebook_corpus_msr_397564,united nations declare hafeed syeed terririst osama killed ur soil malala atacked ur terrorists u support terrorist fake lol,AG
facebook_corpus_msr_422992,tell one thing succession boss resignation am correct wrong ,NAG
facebook_corpus_msr_1561729,scolding gives right mla shout like sp cityshe duty according lawif something legal according law police duty stop dharna police work according public sentiment work according law mla really worried liquor ruling party putting ban liquor?,AG
facebook_corpus_msr_327926,well way go patriarchalism dont need reason war battle need oblivious happen,NAG
facebook_corpus_msr_2141836,drona goswami u forget gulf states,AG
facebook_corpus_msr_426051,happy? hate corruption modi said would remove fail meant politicians officials corrupt corr us sufferdemomonetizatio nothing it,NAG
facebook_corpus_msr_397452,true china need militants ace product terrorist state ,NAG
facebook_corpus_msr_1723582,get z cover like salwari baba national award like baldy kher rajya sabha seat like z owner thug keep thugging mire licking rss shoes,AG
facebook_corpus_msr_445774,pakistan involved duplication indian currency sending fake currency india traitors traitors feeling ripped possessions hiding behind poor people saying gareebo ko maar diya actually traitors dying salutetopm,AG
facebook_corpus_msr_418306,thats good welcome gst people paid tax tax money spent indian economy grinning face,NAG
facebook_corpus_msr_447898,plz look education problem rural childrens facing,AG
facebook_corpus_msr_1762605,start resolving kashmir issue,AG
facebook_corpus_msr_331264,muslims stealing cows extremism killed them terror country owned democrat infact extremist shame!,AG
facebook_corpus_msr_2041604,karanjohar better look,NAG
facebook_corpus_msr_2117685,u government donald trump nothing,AG
facebook_corpus_msr_455868,yàar ears r bleeding stop expressionless face get bike stage,AG
facebook_corpus_msr_468227,true india needs innovative creative whining ranting complaining self destructive paranoid comments,NAG
facebook_corpus_msr_1724218,dont disturb everyday,AG
facebook_corpus_msr_455858,comparison re baap bikes,NAG
facebook_corpus_msr_1805496,paid media +rss+bjp + anna vs imaandaar kejriwaal,NAG
facebook_corpus_msr_1723368,sonu right muslims believe nirakar philosophy build mosque loud speakers worship allah home,AG
facebook_corpus_msr_422915,occasion international womens day congratulate women world wish happy healthy progressive bright future let respect women key role society well directly indirectly contribution overall developments nationhappy womens day feel power naari shakti,NAG
facebook_corpus_msr_1818388,menakji entire police force security forces deployed protect political class scarcely police force left protection citizens hence crime rate bound raise simple logic,AG
facebook_corpus_msr_416434,shame shiv sena he thrown party !!!,AG
facebook_corpus_msr_329066, chest andh bhakts take serious actions r kadi ninda angry faceangry faceangry face,AG
facebook_corpus_msr_446467,mr modi sorry say u r forgetting u r giving birth new crime money gamble month passed already many raid done new currency forget old currency,AG
facebook_corpus_msr_379370,jay hind pakistan jabrdast hamla kare hmari sena jbab dena jaruri h,AG
facebook_corpus_msr_1563578,doucett black atheism place christian nation live wasting time dredging whole “separation church state” fallacy consider words james madison father constitution ”we staked whole political institutions upon capacity mankind selfgovernment upon capacity us govern ourselves control ourselves sustain according ten commandments god” man authored constitution leave room doubt governing according ten commandments god congressional records christianity established religion united states america process drafting first amendment made intent founders abundantly clear approved final wording first amendment went nearly dozen different iterations extensive discussions “we want america great britain don’t want one denomination running nation catholics anglicans single denomination want god’s principles don’t want one denomination running nation” intent well understood evidenced court rulings first amendment court declared “by form government christian religion established religion sects denominations christians placed equal footing” us almanac respected publication constitute ultimate authority founding fathers speaking us constitution hold authority position topics hand indeed upheld supreme law land evidenced us supreme court perhaps “stupid” needs educate yourself?,AG
facebook_corpus_msr_371249,part time online job without investment important job facebook expert earn month open play store install champcash mony free app sign champcash refer id install apps champcash start online work,NAG
facebook_corpus_msr_1722770,population control safe sex immorality wonder were second populous country planet,AG
facebook_corpus_msr_562131,useless dealsbut encourages ecommerce industry,AG
facebook_corpus_msr_331027,guy made obscene comments mentally ok it? sounds funny ,AG
facebook_corpus_msr_447354,modi knows talk n thts wht n giving fake promises says long run good country any say wht good said going happen bloody blind n dumb ppl hv ever seen,AG
facebook_corpus_msr_412827,misuse aadhar used card identity proof strictly,NAG
facebook_corpus_msr_490327,sir ask questionwhat keeping irb infra buzzingis ipo round corner ?,NAG
facebook_corpus_msr_2349576,let ulamahs anouce jihad c sea jihadis againest amirican dogs,AG
facebook_corpus_msr_2041597,karan johar world knows gay,AG
facebook_corpus_msr_1979516, dear indian express feel sorry write journalists misinterpret events present distorted manner make sensational headlines news upcoming singer nahid afreen prepared without proper research investigation sad see journalists even know difference fatwa appeal fatwa nonbinding legal opinion issued qualified jurist mufti request someone unable understand religious guidelines whereas leaflet circulated presented fatwa hard copy appeal signed men believe religious practices merit appeal discussed many grounds many dimensions first foremost appeal called legal opinion fatwa expect apology side mistake,AG
facebook_corpus_msr_334857,congress elect pradip bhattacharya rs period west bengal,NAG
facebook_corpus_msr_1561738,fit lps ips officer never emotional duty mla rudely behaving her bold strong enough handle politicians circumstances first ordered lathi charge women protesting good cause ie stop selling liquor near villages lathi charge mla intervened represents village,AG
facebook_corpus_msr_469037,bank nifty cracked today going,NAG
facebook_corpus_msr_325910,make issue ninda take strong stand it deal many countries use arms situation waiting come civilian,NAG
facebook_corpus_msr_1946883,personal choices nothing related love hatred stop nonsense,AG
facebook_corpus_msr_451843,people already started closing ears listening close eyes launch ,AG
facebook_corpus_msr_1805008,kejriwal better working corruption free anna dirty politics happened lokpal fights fast upa period product dirty swine,AG
facebook_corpus_msr_2018501,well said sonali,AG
facebook_corpus_msr_386816,language bad we voters still alive see going if party work we send home dont worry,AG
facebook_corpus_msr_407773,idiot doesnot know president far strong form rule,AG
facebook_corpus_msr_495484,money announced doubt ever get itit happened past many times,NAG
facebook_corpus_msr_394742,indian army watching bahubali ipl pakistan army crossed border killed dogs face tears joyface tears joyface tears joyface tears joyface tears joy,AG
facebook_corpus_msr_710075,bjp leaders ndtv pain ? think pappu ?,AG
facebook_corpus_msr_1521737,bjps step kerala even modi get slippers tries visit kerala face tears joyface tears joyface tears joyface tears joy modi paramanaaari call state somalia bcos given bra wearface tears joyface tears joyface tears joyface tears joy wlc modi dare step kerala againwinking facewinking facewinking facewinking face,AG
facebook_corpus_msr_322578,atleast show reality happpens pak media army keeps people denial mode face tears joy,AG
facebook_corpus_msr_2280137,but india ?,NAG
